ProductID,ProductName,BundleProducts,RecommendationType,Recommendation,ExpectedLift,ConfidenceScore
frozenset({'羽绒服'}),frozenset({'羽绒服'}),frozenset({'袜子'}),Bundle Sale,"建议将""frozenset({'羽绒服'})""与""frozenset({'袜子'})""捆绑销售",4.987952220008216,0.3014718321772965
frozenset({'袜子'}),frozenset({'袜子'}),frozenset({'羽绒服'}),Bundle Sale,"建议将""frozenset({'袜子'})""与""frozenset({'羽绒服'})""捆绑销售",4.987952220008215,0.2948378557246856
frozenset({'餐具'}),frozenset({'餐具'}),frozenset({'马克杯'}),Bundle Sale,"建议将""frozenset({'餐具'})""与""frozenset({'马克杯'})""捆绑销售",4.987827172659581,0.2987209693705823
frozenset({'马克杯'}),frozenset({'马克杯'}),frozenset({'餐具'}),Bundle Sale,"建议将""frozenset({'马克杯'})""与""frozenset({'餐具'})""捆绑销售",4.98782717265958,0.2963766905994323
frozenset({'花瓶'}),frozenset({'花瓶'}),frozenset({'毛巾'}),Bundle Sale,"建议将""frozenset({'花瓶'})""与""frozenset({'毛巾'})""捆绑销售",4.98742683085008,0.2984974958263773
frozenset({'毛巾'}),frozenset({'毛巾'}),frozenset({'花瓶'}),Bundle Sale,"建议将""frozenset({'毛巾'})""与""frozenset({'花瓶'})""捆绑销售",4.98742683085008,0.2987468671679198
frozenset({'毛巾'}),frozenset({'毛巾'}),frozenset({'枕头'}),Bundle Sale,"建议将""frozenset({'毛巾'})""与""frozenset({'枕头'})""捆绑销售",4.987258061119186,0.2967418546365915
frozenset({'枕头'}),frozenset({'枕头'}),frozenset({'毛巾'}),Bundle Sale,"建议将""frozenset({'枕头'})""与""frozenset({'毛巾'})""捆绑销售",4.987258061119185,0.2984873949579832
frozenset({'内衣'}),frozenset({'内衣'}),frozenset({'休闲裤'}),Bundle Sale,"建议将""frozenset({'内衣'})""与""frozenset({'休闲裤'})""捆绑销售",4.986810900581945,0.2994579945799458
frozenset({'休闲裤'}),frozenset({'休闲裤'}),frozenset({'内衣'}),Bundle Sale,"建议将""frozenset({'休闲裤'})""与""frozenset({'内衣'})""捆绑销售",4.986810900581945,0.294421315570358
frozenset({'内衣'}),frozenset({'内衣'}),frozenset({'袜子'}),Bundle Sale,"建议将""frozenset({'内衣'})""与""frozenset({'袜子'})""捆绑销售",4.985458937977865,0.3013211382113821
frozenset({'袜子'}),frozenset({'袜子'}),frozenset({'内衣'}),Bundle Sale,"建议将""frozenset({'袜子'})""与""frozenset({'内衣'})""捆绑销售",4.985458937977864,0.2943414956982131
frozenset({'马克杯'}),frozenset({'马克杯'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'马克杯'})""与""frozenset({'收纳盒'})""捆绑销售",4.984262192128354,0.3005510101853397
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'马克杯'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'马克杯'})""捆绑销售",4.984262192128354,0.2985074626865671
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'地毯'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'地毯'})""捆绑销售",4.983293712063656,0.2933665008291874
frozenset({'地毯'}),frozenset({'地毯'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'地毯'})""与""frozenset({'收纳盒'})""捆绑销售",4.983293712063656,0.3004926108374384
frozenset({'毛巾'}),frozenset({'毛巾'}),frozenset({'床单'}),Bundle Sale,"建议将""frozenset({'毛巾'})""与""frozenset({'床单'})""捆绑销售",4.982542530099881,0.3025898078529657
frozenset({'床单'}),frozenset({'床单'}),frozenset({'毛巾'}),Bundle Sale,"建议将""frozenset({'床单'})""与""frozenset({'毛巾'})""捆绑销售",4.982542530099881,0.2982051704264779
frozenset({'洗面奶'}),frozenset({'洗面奶'}),frozenset({'眼影'}),Bundle Sale,"建议将""frozenset({'洗面奶'})""与""frozenset({'眼影'})""捆绑销售",4.982528156413564,0.2993004663557628
frozenset({'眼影'}),frozenset({'眼影'}),frozenset({'洗面奶'}),Bundle Sale,"建议将""frozenset({'眼影'})""与""frozenset({'洗面奶'})""捆绑销售",4.982528156413564,0.2991509905110704
frozenset({'护肤霜'}),frozenset({'护肤霜'}),frozenset({'粉底液'}),Bundle Sale,"建议将""frozenset({'护肤霜'})""与""frozenset({'粉底液'})""捆绑销售",4.981652025774635,0.2951628825271471
frozenset({'粉底液'}),frozenset({'粉底液'}),frozenset({'护肤霜'}),Bundle Sale,"建议将""frozenset({'粉底液'})""与""frozenset({'护肤霜'})""捆绑销售",4.981652025774635,0.3027848101265823
frozenset({'饼干'}),frozenset({'饼干'}),frozenset({'巧克力'}),Bundle Sale,"建议将""frozenset({'饼干'})""与""frozenset({'巧克力'})""捆绑销售",4.98009770832928,0.2966644204851752
frozenset({'巧克力'}),frozenset({'巧克力'}),frozenset({'饼干'}),Bundle Sale,"建议将""frozenset({'巧克力'})""与""frozenset({'饼干'})""捆绑销售",4.98009770832928,0.2956185999664261
frozenset({'花瓶'}),frozenset({'花瓶'}),frozenset({'窗帘'}),Bundle Sale,"建议将""frozenset({'花瓶'})""与""frozenset({'窗帘'})""捆绑销售",4.979976802342573,0.3018363939899833
frozenset({'窗帘'}),frozenset({'窗帘'}),frozenset({'花瓶'}),Bundle Sale,"建议将""frozenset({'窗帘'})""与""frozenset({'花瓶'})""捆绑销售",4.979976802342573,0.2983006104603201
frozenset({'游戏机'}),frozenset({'游戏机'}),frozenset({'平板电脑'}),Bundle Sale,"建议将""frozenset({'游戏机'})""与""frozenset({'平板电脑'})""捆绑销售",4.977380311691373,0.2989912353233008
frozenset({'平板电脑'}),frozenset({'平板电脑'}),frozenset({'游戏机'}),Bundle Sale,"建议将""frozenset({'平板电脑'})""与""frozenset({'游戏机'})""捆绑销售",4.977380311691373,0.3009821874479773
frozenset({'平板电脑'}),frozenset({'平板电脑'}),frozenset({'相机'}),Bundle Sale,"建议将""frozenset({'平板电脑'})""与""frozenset({'相机'})""捆绑销售",4.976520267397178,0.2956550690860663
frozenset({'相机'}),frozenset({'相机'}),frozenset({'平板电脑'}),Bundle Sale,"建议将""frozenset({'相机'})""与""frozenset({'平板电脑'})""捆绑销售",4.976520267397177,0.2989395724625484
frozenset({'防晒霜'}),frozenset({'防晒霜'}),frozenset({'眼影'}),Bundle Sale,"建议将""frozenset({'防晒霜'})""与""frozenset({'眼影'})""捆绑销售",4.974352083174208,0.2988093296362746
frozenset({'眼影'}),frozenset({'眼影'}),frozenset({'防晒霜'}),Bundle Sale,"建议将""frozenset({'眼影'})""与""frozenset({'防晒霜'})""捆绑销售",4.974352083174208,0.3049775262194107
frozenset({'防晒霜'}),frozenset({'防晒霜'}),frozenset({'护肤霜'}),Bundle Sale,"建议将""frozenset({'防晒霜'})""与""frozenset({'护肤霜'})""捆绑销售",4.972598646776916,0.302234545751101
frozenset({'护肤霜'}),frozenset({'护肤霜'}),frozenset({'防晒霜'}),Bundle Sale,"建议将""frozenset({'护肤霜'})""与""frozenset({'防晒霜'})""捆绑销售",4.972598646776916,0.3048700230338927
frozenset({'衬衫'}),frozenset({'衬衫'}),frozenset({'休闲裤'}),Bundle Sale,"建议将""frozenset({'衬衫'})""与""frozenset({'休闲裤'})""捆绑销售",4.970250627473727,0.2984635501797973
frozenset({'休闲裤'}),frozenset({'休闲裤'}),frozenset({'衬衫'}),Bundle Sale,"建议将""frozenset({'休闲裤'})""与""frozenset({'衬衫'})""捆绑销售",4.970250627473726,0.3040799333888426
frozenset({'马克杯'}),frozenset({'马克杯'}),frozenset({'窗帘'}),Bundle Sale,"建议将""frozenset({'马克杯'})""与""frozenset({'窗帘'})""捆绑销售",4.969788835490596,0.301218901319085
frozenset({'窗帘'}),frozenset({'窗帘'}),frozenset({'马克杯'}),Bundle Sale,"建议将""frozenset({'窗帘'})""与""frozenset({'马克杯'})""捆绑销售",4.969788835490595,0.2976406533575317
frozenset({'外套'}),frozenset({'外套'}),frozenset({'衬衫'}),Bundle Sale,"建议将""frozenset({'外套'})""与""frozenset({'衬衫'})""捆绑销售",4.968307629268452,0.3039610607586439
frozenset({'衬衫'}),frozenset({'衬衫'}),frozenset({'外套'}),Bundle Sale,"建议将""frozenset({'衬衫'})""与""frozenset({'外套'})""捆绑销售",4.968307629268451,0.2960117685518143
frozenset({'水果'}),frozenset({'水果'}),frozenset({'速食面'}),Bundle Sale,"建议将""frozenset({'水果'})""与""frozenset({'速食面'})""捆绑销售",4.966876094251533,0.2924496644295302
frozenset({'速食面'}),frozenset({'速食面'}),frozenset({'水果'}),Bundle Sale,"建议将""frozenset({'速食面'})""与""frozenset({'水果'})""捆绑销售",4.966876094251532,0.2960258152173913
frozenset({'休闲裤'}),frozenset({'休闲裤'}),frozenset({'羽绒服'}),Bundle Sale,"建议将""frozenset({'休闲裤'})""与""frozenset({'羽绒服'})""捆绑销售",4.966819084812168,0.2935886761032473
frozenset({'羽绒服'}),frozenset({'羽绒服'}),frozenset({'休闲裤'}),Bundle Sale,"建议将""frozenset({'羽绒服'})""与""frozenset({'休闲裤'})""捆绑销售",4.966819084812168,0.2982574860429707
frozenset({'面膜'}),frozenset({'面膜'}),frozenset({'护肤霜'}),Bundle Sale,"建议将""frozenset({'面膜'})""与""frozenset({'护肤霜'})""捆绑销售",4.965454546433732,0.3018003273322422
frozenset({'护肤霜'}),frozenset({'护肤霜'}),frozenset({'面膜'}),Bundle Sale,"建议将""frozenset({'护肤霜'})""与""frozenset({'面膜'})""捆绑销售",4.965454546433732,0.303389272787101
frozenset({'肉类'}),frozenset({'肉类'}),frozenset({'面包'}),Bundle Sale,"建议将""frozenset({'肉类'})""与""frozenset({'面包'})""捆绑销售",4.96503540344523,0.2955189072130601
frozenset({'面包'}),frozenset({'面包'}),frozenset({'肉类'}),Bundle Sale,"建议将""frozenset({'面包'})""与""frozenset({'肉类'})""捆绑销售",4.96503540344523,0.2980510752688172
frozenset({'洗发水'}),frozenset({'洗发水'}),frozenset({'防晒霜'}),Bundle Sale,"建议将""frozenset({'洗发水'})""与""frozenset({'防晒霜'})""捆绑销售",4.962434318096044,0.3042468480424684
frozenset({'防晒霜'}),frozenset({'防晒霜'}),frozenset({'洗发水'}),Bundle Sale,"建议将""frozenset({'防晒霜'})""与""frozenset({'洗发水'})""捆绑销售",4.962434318096044,0.2991355406948295
frozenset({'相机'}),frozenset({'相机'}),frozenset({'笔记本电脑'}),Bundle Sale,"建议将""frozenset({'相机'})""与""frozenset({'笔记本电脑'})""捆绑销售",4.962385403833506,0.2928799865342535
frozenset({'笔记本电脑'}),frozenset({'笔记本电脑'}),frozenset({'相机'}),Bundle Sale,"建议将""frozenset({'笔记本电脑'})""与""frozenset({'相机'})""捆绑销售",4.962385403833505,0.2948153168417485
frozenset({'智能手表'}),frozenset({'智能手表'}),frozenset({'音箱'}),Bundle Sale,"建议将""frozenset({'智能手表'})""与""frozenset({'音箱'})""捆绑销售",4.962245834157135,0.2982309746328438
frozenset({'音箱'}),frozenset({'音箱'}),frozenset({'智能手表'}),Bundle Sale,"建议将""frozenset({'音箱'})""与""frozenset({'智能手表'})""捆绑销售",4.962245834157134,0.2973377703826955
frozenset({'枕头'}),frozenset({'枕头'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'枕头'})""与""frozenset({'收纳盒'})""捆绑销售",4.961188455481695,0.2991596638655462
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'枕头'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'枕头'})""捆绑销售",4.961188455481695,0.2951907131011608
frozenset({'平板电脑'}),frozenset({'平板电脑'}),frozenset({'手机'}),Bundle Sale,"建议将""frozenset({'平板电脑'})""与""frozenset({'手机'})""捆绑销售",4.960767621721147,0.2966539037789246
frozenset({'手机'}),frozenset({'手机'}),frozenset({'平板电脑'}),Bundle Sale,"建议将""frozenset({'手机'})""与""frozenset({'平板电脑'})""捆绑销售",4.960767621721147,0.2979933110367893
frozenset({'护肤霜'}),frozenset({'护肤霜'}),frozenset({'洗面奶'}),Bundle Sale,"建议将""frozenset({'护肤霜'})""与""frozenset({'洗面奶'})""捆绑销售",4.959948824289347,0.2977953274103324
frozenset({'洗面奶'}),frozenset({'洗面奶'}),frozenset({'护肤霜'}),Bundle Sale,"建议将""frozenset({'洗面奶'})""与""frozenset({'护肤霜'})""捆绑销售",4.959948824289346,0.3014656895403064
frozenset({'地毯'}),frozenset({'地毯'}),frozenset({'灯具'}),Bundle Sale,"建议将""frozenset({'地毯'})""与""frozenset({'灯具'})""捆绑销售",4.959794842243404,0.2938678444029217
frozenset({'灯具'}),frozenset({'灯具'}),frozenset({'地毯'}),Bundle Sale,"建议将""frozenset({'灯具'})""与""frozenset({'地毯'})""捆绑销售",4.959794842243404,0.2919831223628692
frozenset({'智能手表'}),frozenset({'智能手表'}),frozenset({'平板电脑'}),Bundle Sale,"建议将""frozenset({'智能手表'})""与""frozenset({'平板电脑'})""捆绑销售",4.959167575523261,0.2978971962616822
frozenset({'平板电脑'}),frozenset({'平板电脑'}),frozenset({'智能手表'}),Bundle Sale,"建议将""frozenset({'平板电脑'})""与""frozenset({'智能手表'})""捆绑销售",4.959167575523261,0.2971533211253538
frozenset({'地毯'}),frozenset({'地毯'}),frozenset({'枕头'}),Bundle Sale,"建议将""frozenset({'地毯'})""与""frozenset({'枕头'})""捆绑销售",4.958939580588479,0.2950569050450145
frozenset({'枕头'}),frozenset({'枕头'}),frozenset({'地毯'}),Bundle Sale,"建议将""frozenset({'枕头'})""与""frozenset({'地毯'})""捆绑销售",4.958939580588479,0.2919327731092437
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'花瓶'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'花瓶'})""捆绑销售",4.958512944459671,0.2970149253731343
frozenset({'花瓶'}),frozenset({'花瓶'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'花瓶'})""与""frozenset({'收纳盒'})""捆绑销售",4.958512944459671,0.2989983305509182
frozenset({'床单'}),frozenset({'床单'}),frozenset({'窗帘'}),Bundle Sale,"建议将""frozenset({'床单'})""与""frozenset({'窗帘'})""捆绑销售",4.958100249418252,0.3005104561172402
frozenset({'窗帘'}),frozenset({'窗帘'}),frozenset({'床单'}),Bundle Sale,"建议将""frozenset({'窗帘'})""与""frozenset({'床单'})""捆绑销售",4.958100249418252,0.3011054281471704
frozenset({'毛衣'}),frozenset({'毛衣'}),frozenset({'袜子'}),Bundle Sale,"建议将""frozenset({'毛衣'})""与""frozenset({'袜子'})""捆绑销售",4.957557811990512,0.2996347941567065
frozenset({'袜子'}),frozenset({'袜子'}),frozenset({'毛衣'}),Bundle Sale,"建议将""frozenset({'袜子'})""与""frozenset({'毛衣'})""捆绑销售",4.957557811990511,0.2986432825943084
frozenset({'内衣'}),frozenset({'内衣'}),frozenset({'羽绒服'}),Bundle Sale,"建议将""frozenset({'内衣'})""与""frozenset({'羽绒服'})""捆绑销售",4.957226868834413,0.2930216802168021
frozenset({'羽绒服'}),frozenset({'羽绒服'}),frozenset({'内衣'}),Bundle Sale,"建议将""frozenset({'羽绒服'})""与""frozenset({'内衣'})""捆绑销售",4.957226868834412,0.2926746743359837
frozenset({'游戏机'}),frozenset({'游戏机'}),frozenset({'电视'}),Bundle Sale,"建议将""frozenset({'游戏机'})""与""frozenset({'电视'})""捆绑销售",4.9556253789758005,0.297337522738548
frozenset({'电视'}),frozenset({'电视'}),frozenset({'游戏机'}),Bundle Sale,"建议将""frozenset({'电视'})""与""frozenset({'游戏机'})""捆绑销售",4.9556253789758005,0.2996666666666667
frozenset({'T恤'}),frozenset({'T恤'}),frozenset({'内衣'}),Bundle Sale,"建议将""frozenset({'T恤'})""与""frozenset({'内衣'})""捆绑销售",4.9553041711146015,0.2925611582626061
frozenset({'内衣'}),frozenset({'内衣'}),frozenset({'T恤'}),Bundle Sale,"建议将""frozenset({'内衣'})""与""frozenset({'T恤'})""捆绑销售",4.9553041711146015,0.2977642276422764
frozenset({'水果'}),frozenset({'水果'}),frozenset({'巧克力'}),Bundle Sale,"建议将""frozenset({'水果'})""与""frozenset({'巧克力'})""捆绑销售",4.954410411078052,0.2951342281879195
frozenset({'巧克力'}),frozenset({'巧克力'}),frozenset({'水果'}),Bundle Sale,"建议将""frozenset({'巧克力'})""与""frozenset({'水果'})""捆绑销售",4.954410411078051,0.2952828605002518
frozenset({'巧克力'}),frozenset({'巧克力'}),frozenset({'果汁'}),Bundle Sale,"建议将""frozenset({'巧克力'})""与""frozenset({'果汁'})""捆绑销售",4.954224903074008,0.2956185999664261
frozenset({'果汁'}),frozenset({'果汁'}),frozenset({'巧克力'}),Bundle Sale,"建议将""frozenset({'果汁'})""与""frozenset({'巧克力'})""捆绑销售",4.954224903074008,0.2951231774761186
frozenset({'牛仔裤'}),frozenset({'牛仔裤'}),frozenset({'羽绒服'}),Bundle Sale,"建议将""frozenset({'牛仔裤'})""与""frozenset({'羽绒服'})""捆绑销售",4.953577898550724,0.2928059895833333
frozenset({'羽绒服'}),frozenset({'羽绒服'}),frozenset({'牛仔裤'}),Bundle Sale,"建议将""frozenset({'羽绒服'})""与""frozenset({'牛仔裤'})""捆绑销售",4.953577898550724,0.3043478260869565
frozenset({'马克杯'}),frozenset({'马克杯'}),frozenset({'花瓶'}),Bundle Sale,"建议将""frozenset({'马克杯'})""与""frozenset({'花瓶'})""捆绑销售",4.953432991090232,0.2967106361663049
frozenset({'花瓶'}),frozenset({'花瓶'}),frozenset({'马克杯'}),Bundle Sale,"建议将""frozenset({'花瓶'})""与""frozenset({'马克杯'})""捆绑销售",4.953432991090232,0.296661101836394
frozenset({'耳机'}),frozenset({'耳机'}),frozenset({'游戏机'}),Bundle Sale,"建议将""frozenset({'耳机'})""与""frozenset({'游戏机'})""捆绑销售",4.952799707612497,0.2994957983193277
frozenset({'游戏机'}),frozenset({'游戏机'}),frozenset({'耳机'}),Bundle Sale,"建议将""frozenset({'游戏机'})""与""frozenset({'耳机'})""捆绑销售",4.952799707612497,0.2946915826029436
frozenset({'马克杯'}),frozenset({'马克杯'}),frozenset({'地毯'}),Bundle Sale,"建议将""frozenset({'马克杯'})""与""frozenset({'地毯'})""捆绑销售",4.952173940543224,0.2915344798797796
frozenset({'地毯'}),frozenset({'地毯'}),frozenset({'马克杯'}),Bundle Sale,"建议将""frozenset({'地毯'})""与""frozenset({'马克杯'})""捆绑销售",4.952173940543224,0.2965856972991337
frozenset({'手机'}),frozenset({'手机'}),frozenset({'充电器'}),Bundle Sale,"建议将""frozenset({'手机'})""与""frozenset({'充电器'})""捆绑销售",4.951959488389903,0.292809364548495
frozenset({'充电器'}),frozenset({'充电器'}),frozenset({'手机'}),Bundle Sale,"建议将""frozenset({'充电器'})""与""frozenset({'手机'})""捆绑销售",4.951959488389903,0.2961271774057162
frozenset({'窗帘'}),frozenset({'窗帘'}),frozenset({'灯具'}),Bundle Sale,"建议将""frozenset({'窗帘'})""与""frozenset({'灯具'})""捆绑销售",4.951070585475236,0.2933509321894077
frozenset({'灯具'}),frozenset({'灯具'}),frozenset({'窗帘'}),Bundle Sale,"建议将""frozenset({'灯具'})""与""frozenset({'窗帘'})""捆绑销售",4.951070585475236,0.300084388185654
frozenset({'电视'}),frozenset({'电视'}),frozenset({'音箱'}),Bundle Sale,"建议将""frozenset({'电视'})""与""frozenset({'音箱'})""捆绑销售",4.950083194675542,0.2975
frozenset({'音箱'}),frozenset({'音箱'}),frozenset({'电视'}),Bundle Sale,"建议将""frozenset({'音箱'})""与""frozenset({'电视'})""捆绑销售",4.950083194675541,0.2970049916805324
frozenset({'灯具'}),frozenset({'灯具'}),frozenset({'枕头'}),Bundle Sale,"建议将""frozenset({'灯具'})""与""frozenset({'枕头'})""捆绑销售",4.949828032478815,0.2945147679324895
frozenset({'枕头'}),frozenset({'枕头'}),frozenset({'灯具'}),Bundle Sale,"建议将""frozenset({'枕头'})""与""frozenset({'灯具'})""捆绑销售",4.949828032478814,0.2932773109243697
frozenset({'花瓶'}),frozenset({'花瓶'}),frozenset({'灯具'}),Bundle Sale,"建议将""frozenset({'花瓶'})""与""frozenset({'灯具'})""捆绑销售",4.94776808041532,0.2931552587646077
frozenset({'灯具'}),frozenset({'灯具'}),frozenset({'花瓶'}),Bundle Sale,"建议将""frozenset({'灯具'})""与""frozenset({'花瓶'})""捆绑销售",4.94776808041532,0.2963713080168776
frozenset({'羽绒服'}),frozenset({'羽绒服'}),frozenset({'衬衫'}),Bundle Sale,"建议将""frozenset({'羽绒服'})""与""frozenset({'衬衫'})""捆绑销售",4.946977197836338,0.3026560649636271
frozenset({'衬衫'}),frozenset({'衬衫'}),frozenset({'羽绒服'}),Bundle Sale,"建议将""frozenset({'衬衫'})""与""frozenset({'羽绒服'})""捆绑销售",4.946977197836338,0.2924158221641059
frozenset({'床单'}),frozenset({'床单'}),frozenset({'灯具'}),Bundle Sale,"建议将""frozenset({'床单'})""与""frozenset({'灯具'})""捆绑销售",4.94684572580718,0.2931006092540754
frozenset({'灯具'}),frozenset({'灯具'}),frozenset({'床单'}),Bundle Sale,"建议将""frozenset({'灯具'})""与""frozenset({'床单'})""捆绑销售",4.94684572580718,0.30042194092827
frozenset({'T恤'}),frozenset({'T恤'}),frozenset({'休闲裤'}),Bundle Sale,"建议将""frozenset({'T恤'})""与""frozenset({'休闲裤'})""捆绑销售",4.946784652330415,0.2970544183724414
frozenset({'休闲裤'}),frozenset({'休闲裤'}),frozenset({'T恤'}),Bundle Sale,"建议将""frozenset({'休闲裤'})""与""frozenset({'T恤'})""捆绑销售",4.946784652330414,0.2972522897585345
frozenset({'收纳盒'}),frozenset({'收纳盒'}),frozenset({'灯具'}),Bundle Sale,"建议将""frozenset({'收纳盒'})""与""frozenset({'灯具'})""捆绑销售",4.945735457732435,0.2930348258706468
frozenset({'灯具'}),frozenset({'灯具'}),frozenset({'收纳盒'}),Bundle Sale,"建议将""frozenset({'灯具'})""与""frozenset({'收纳盒'})""捆绑销售",4.945735457732435,0.2982278481012658
frozenset({'袜子'}),frozenset({'袜子'}),frozenset({'衬衫'}),Bundle Sale,"建议将""frozenset({'袜子'})""与""frozenset({'衬衫'})""捆绑销售",4.943587928472233,0.3024487094639312
frozenset({'衬衫'}),frozenset({'衬衫'}),frozenset({'袜子'}),Bundle Sale,"建议将""frozenset({'衬衫'})""与""frozenset({'袜子'})""捆绑销售",4.943587928472232,0.2987904543968617
frozenset({'果汁'}),frozenset({'果汁'}),frozenset({'水果'}),Bundle Sale,"建议将""frozenset({'果汁'})""与""frozenset({'水果'})""捆绑销售",4.943295507843474,0.294620412267471
frozenset({'水果'}),frozenset({'水果'}),frozenset({'果汁'}),Bundle Sale,"建议将""frozenset({'水果'})""与""frozenset({'果汁'})""捆绑销售",4.943295507843474,0.2949664429530201
