antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'智能手表'}),frozenset({'游戏机'}),0.05992,0.06047,0.0187,0.3120827770360481,5.160952158691055,1.0,0.015076637600000001,1.3657602523047065,0.8576262709693155,0.18389222145737044,0.2678070705949231,0.31066351519240804
frozenset({'游戏机'}),frozenset({'智能手表'}),0.06047,0.05992,0.0187,0.309244253348768,5.160952158691054,1.0,0.015076637600000001,1.3609441608810153,0.8581283246014861,0.18389222145737044,0.26521599581819416,0.31066351519240804
frozenset({'枕头'}),frozenset({'餐具'}),0.0595,0.05942,0.01819,0.30571428571428577,5.14497283262009,1.0,0.01465451,1.3547448559670783,0.8566034173510808,0.18058175320162811,0.26185362830836906,0.30592008462759057
frozenset({'餐具'}),frozenset({'枕头'}),0.05942,0.0595,0.01819,0.3061258835408953,5.144972832620089,1.0,0.01465451,1.3554331797235022,0.8565305598871884,0.18058175320162811,0.26222847798074994,0.30592008462759057
frozenset({'零食'}),frozenset({'水果'}),0.06006,0.0596,0.01838,0.30602730602730605,5.134686342740034,1.0,0.014800424,1.355096545105566,0.8566995096554562,0.18147709320695102,0.26204519994396647,0.30720828388613625
frozenset({'水果'}),frozenset({'零食'}),0.0596,0.06006,0.01838,0.30838926174496645,5.134686342740034,1.0,0.014800424,1.3590592916060165,0.8562804520475855,0.18147709320695102,0.2641969293199209,0.30720828388613625
frozenset({'耳机'}),frozenset({'电视'}),0.0595,0.06,0.0183,0.30756302521008405,5.126050420168068,1.0,0.01473,1.35752427184466,0.8558405452279481,0.1808300395256917,0.26336492043625964,0.306281512605042
frozenset({'电视'}),frozenset({'耳机'}),0.06,0.0595,0.0183,0.305,5.126050420168068,1.0,0.01473,1.3532374100719424,0.8562957795605163,0.1808300395256917,0.26103136629452417,0.306281512605042
frozenset({'零食'}),frozenset({'面包'}),0.06006,0.05952,0.01832,0.305028305028305,5.124803511900286,1.0,0.0147452288,1.3532637470052706,0.8562999422150239,0.18092040292316808,0.2610457479460542,0.3064120019765181
frozenset({'面包'}),frozenset({'零食'}),0.05952,0.06006,0.01832,0.30779569892473113,5.124803511900285,1.0,0.0147452288,1.3578939029126214,0.8558082762903938,0.18092040292316808,0.2635654392032801,0.3064120019765181
frozenset({'内衣'}),frozenset({'牛仔裤'}),0.05904,0.06144,0.01855,0.31419376693766937,5.113830842084463,1.0,0.0149225824,1.368549824648061,0.8549267571433612,0.18198763857549297,0.269299530064854,0.30805716992716803
frozenset({'牛仔裤'}),frozenset({'内衣'}),0.06144,0.05904,0.01855,0.3019205729166667,5.113830842084463,1.0,0.0149225824,1.3479268454185127,0.8571128978452281,0.18198763857549297,0.2581199763185116,0.30805716992716803
frozenset({'枕头'}),frozenset({'花瓶'}),0.0595,0.0599,0.01817,0.3053781512605042,5.098132742245479,1.0,0.01460595,1.3533982579240262,0.8547046808495699,0.17949224538180378,0.26111919078875034,0.3043585247120551
frozenset({'花瓶'}),frozenset({'枕头'}),0.0599,0.0595,0.01817,0.303338898163606,5.098132742245479,1.0,0.01460595,1.3500107836089146,0.8550683462812683,0.17949224538180378,0.259265176144185,0.3043585247120551
frozenset({'床单'}),frozenset({'花瓶'}),0.06073,0.0599,0.01852,0.3049563642351391,5.091091222623358,1.0,0.014882272999999998,1.3525769485903816,0.8555351024982614,0.18137302908627947,0.2606705289172844,0.3070691670925278
frozenset({'花瓶'}),frozenset({'床单'}),0.0599,0.06073,0.01852,0.3091819699499165,5.091091222623358,1.0,0.014882272999999998,1.3596489366843887,0.8547797635608362,0.18137302908627947,0.26451602835171617,0.3070691670925278
frozenset({'洗面奶'}),frozenset({'香水'}),0.06004,0.05909,0.01805,0.30063291139240506,5.087712157596972,1.0,0.0145022364,1.3453735746606337,0.8547682880122558,0.17857142857142858,0.2567120249464933,0.3030495746672636
frozenset({'香水'}),frozenset({'洗面奶'}),0.05909,0.06004,0.01805,0.3054662379421222,5.087712157596972,1.0,0.0145022364,1.3533683333333335,0.8539052619272832,0.17857142857142858,0.26110285325133215,0.3030495746672636
frozenset({'窗帘'}),frozenset({'收纳盒'}),0.06061,0.0603,0.01858,0.30655007424517405,5.0837491582947605,1.0,0.014925217,1.355108660480609,0.855123834970157,0.18156943222906285,0.26205179764305,0.3073380553647097
frozenset({'收纳盒'}),frozenset({'窗帘'}),0.0603,0.06061,0.01858,0.3081260364842454,5.0837491582947605,1.0,0.014925217,1.3577472914669222,0.8548417360142766,0.18156943222906285,0.26348591797256243,0.3073380553647097
frozenset({'速食面'}),frozenset({'饼干'}),0.05888,0.05936,0.01775,0.3014605978260869,5.078514114320871,1.0,0.014254883199999999,1.3465811621687334,0.8533364621595606,0.17663449099412873,0.25737859098708,0.30024175443864987
frozenset({'饼干'}),frozenset({'速食面'}),0.05936,0.05888,0.01775,0.29902291105121287,5.07851411432087,1.0,0.014254883199999999,1.3425831098293677,0.853771911961649,0.17663449099412873,0.25516715302109494,0.30024175443864987
frozenset({'毛巾'}),frozenset({'灯具'}),0.05985,0.05925,0.018,0.3007518796992481,5.075981091970433,1.0,0.014453887499999998,1.3453736559139784,0.8541123756847311,0.17804154302670622,0.25671206983709605,0.3022746740268393
frozenset({'灯具'}),frozenset({'毛巾'}),0.05925,0.05985,0.018,0.3037974683544304,5.075981091970433,1.0,0.014453887499999998,1.3503972727272728,0.8535676322083444,0.17804154302670622,0.25947717742320947,0.3022746740268393
frozenset({'巧克力'}),frozenset({'速食面'}),0.05957,0.05888,0.01777,0.29830451569582006,5.066313106246944,1.0,0.0142625184,1.3412085741626794,0.8534583172482951,0.1764998013508145,0.25440381215553814,0.3000523937174753
frozenset({'速食面'}),frozenset({'巧克力'}),0.05888,0.05957,0.01777,0.30180027173913043,5.066313106246944,1.0,0.0142625184,1.346935499878375,0.8528325880757122,0.1764998013508145,0.2575739520635565,0.3000523937174753
frozenset({'笔记本电脑'}),frozenset({'手机'}),0.05902,0.0598,0.01786,0.3026092849881396,5.060355936256515,1.0,0.014330604,1.3481682215743442,0.8527125362167393,0.17690174326465927,0.25825280258257777,0.3006357461729996
frozenset({'手机'}),frozenset({'笔记本电脑'}),0.0598,0.05902,0.01786,0.29866220735785953,5.060355936256515,1.0,0.014330604,1.341692989985694,0.8534199556788207,0.17690174326465927,0.25467300830821005,0.3006357461729996
frozenset({'饼干'}),frozenset({'零食'}),0.05936,0.06006,0.01804,0.30390835579514824,5.060079184068402,1.0,0.0144748384,1.350310706679574,0.8530092640610025,0.17794436772538963,0.2594297038057198,0.3021373280807243
frozenset({'零食'}),frozenset({'饼干'}),0.06006,0.05936,0.01804,0.30036630036630035,5.060079184068402,1.0,0.0144748384,1.3444749738219897,0.8536445242742531,0.17794436772538963,0.2562152368241839,0.3021373280807243
frozenset({'电视'}),frozenset({'智能手表'}),0.06,0.05992,0.01819,0.3031666666666667,5.05952380952381,1.0,0.014594800000000002,1.349074384118632,0.853566958698373,0.17880664504079427,0.25875102828128105,0.30336904761904765
frozenset({'智能手表'}),frozenset({'电视'}),0.05992,0.06,0.01819,0.3035714285714286,5.05952380952381,1.0,0.014594800000000002,1.3497435897435897,0.8534943208838296,0.17880664504079427,0.2591185410334347,0.30336904761904765
frozenset({'粉底液'}),frozenset({'指甲油'}),0.05925,0.06015,0.01801,0.30396624472573847,5.053470402755419,1.0,0.014446112500000002,1.3502937075654706,0.8526347971857842,0.1776309300719992,0.2594203806200335,0.3016921830444985
frozenset({'指甲油'}),frozenset({'粉底液'}),0.06015,0.05925,0.01801,0.2994181213632585,5.053470402755418,1.0,0.014446112500000002,1.34281235168486,0.8534512799409762,0.1776309300719992,0.25529430918231044,0.3016921830444985
frozenset({'口红'}),frozenset({'防晒霜'}),0.06037,0.06131,0.0187,0.30975650157362933,5.052299813629576,1.0,0.014998715300000002,1.3599403719702425,0.8536023082472842,0.18158865799184307,0.2646736426015291,0.3073819206612234
frozenset({'防晒霜'}),frozenset({'口红'}),0.06131,0.06037,0.0187,0.3050073397488175,5.052299813629576,1.0,0.014998715300000002,1.3519998896972543,0.8544571018103908,0.18158865799184307,0.2603549692419543,0.3073819206612234
frozenset({'游戏机'}),frozenset({'相机'}),0.06047,0.05941,0.01815,0.3001488341326277,5.052160143622753,1.0,0.0145574773,1.3439857585066162,0.8536873383646867,0.17841344736066056,0.2559444966804109,0.3028264790087478
frozenset({'相机'}),frozenset({'游戏机'}),0.05941,0.06047,0.01815,0.30550412388486786,5.052160143622753,1.0,0.0145574773,1.3528230077556958,0.8527252735131928,0.17841344736066056,0.26080500237870835,0.3028264790087478
frozenset({'毛衣'}),frozenset({'羽绒服'}),0.06024,0.05911,0.01795,0.29797476759628155,5.0410212755249795,1.0,0.0143892136,1.34025097186096,0.8530130018379611,0.17702169625246547,0.2538710875833323,0.30082294461695314
frozenset({'羽绒服'}),frozenset({'毛衣'}),0.05911,0.06024,0.01795,0.3036711216376248,5.0410212755249795,1.0,0.0143892136,1.3495921671525755,0.8519885412824478,0.17702169625246547,0.2590354150396109,0.30082294461695314
frozenset({'果汁'}),frozenset({'糖果'}),0.05967,0.05952,0.0179,0.29998324115971176,5.04004101410806,1.0,0.0143484416,1.3435106918841273,0.852454900089455,0.17672030802645866,0.2556813979666891,0.3003612442357698
frozenset({'糖果'}),frozenset({'果汁'}),0.05952,0.05967,0.0179,0.30073924731182794,5.04004101410806,1.0,0.0143484416,1.3447487169629986,0.8523189394789016,0.17672030802645866,0.2563666450201822,0.3003612442357698
frozenset({'充电器'}),frozenset({'平板电脑'}),0.05913,0.06007,0.0179,0.30272281413833924,5.039500818017967,1.0,0.0143480609,1.3480005069124423,0.851943039999886,0.17670286278381045,0.25816051635583415,0.3003542487538708
frozenset({'平板电脑'}),frozenset({'充电器'}),0.06007,0.05913,0.0179,0.29798568336940234,5.039500818017966,1.0,0.0143480609,1.3402433222670145,0.8527950464871774,0.17670286278381045,0.2538668289661721,0.3003542487538708
frozenset({'香水'}),frozenset({'防晒霜'}),0.05909,0.06131,0.01824,0.3086816720257235,5.034768749400155,1.0,0.014617192099999999,1.357826,0.8517086074474002,0.17854346123727485,0.2635286111769844,0.3030930787138893
frozenset({'防晒霜'}),frozenset({'香水'}),0.06131,0.05909,0.01824,0.2975044854020551,5.034768749400154,1.0,0.014617192099999999,1.3393822173206409,0.853722896625439,0.17854346123727485,0.25338713097113974,0.3030930787138893
frozenset({'餐具'}),frozenset({'毛巾'}),0.05942,0.05985,0.0179,0.30124537192864353,5.033339547679925,1.0,0.014343713,1.3454651493256262,0.8519474670983349,0.17658084245832098,0.2567626144005143,0.30016320392589235
frozenset({'毛巾'}),frozenset({'餐具'}),0.05985,0.05942,0.0179,0.29908103592314117,5.033339547679925,1.0,0.014343713,1.3419240286054825,0.8523371255686347,0.17658084245832098,0.25480133101186625,0.30016320392589235
frozenset({'T恤'}),frozenset({'牛仔裤'}),0.06009,0.06144,0.01858,0.309202862373107,5.032598671437288,1.0,0.0148880704,1.3586622596964586,0.8525236464536106,0.18047595920349685,0.2639819109839616,0.3058058582698868
frozenset({'牛仔裤'}),frozenset({'T恤'}),0.06144,0.06009,0.01858,0.30240885416666663,5.032598671437288,1.0,0.0148880704,1.3473651516565561,0.8537498940272473,0.18047595920349685,0.25781069907402476,0.3058058582698868
frozenset({'毛衣'}),frozenset({'休闲裤'}),0.06024,0.06005,0.0182,0.30212483399734397,5.031221215609392,1.0,0.014582588,1.346874119885823,0.8526018333415967,0.17827407189734545,0.25754011808856214,0.30260280001282686
frozenset({'休闲裤'}),frozenset({'毛衣'}),0.06005,0.06024,0.0182,0.30308076602830974,5.031221215609391,1.0,0.014582588,1.348448936678614,0.8524294897612629,0.17827407189734545,0.2584072167663124,0.30260280001282686
frozenset({'粉底液'}),frozenset({'眼影'}),0.05925,0.06007,0.0179,0.30210970464135023,5.029294234082741,1.0,0.0143408525,1.3468162636033858,0.8516236451066471,0.17649378820745415,0.25750822363511133,0.3000476940053763
frozenset({'眼影'}),frozenset({'粉底液'}),0.06007,0.05925,0.0179,0.29798568336940234,5.02929423408274,1.0,0.0143408525,1.3400723855821672,0.8523666061664997,0.17649378820745415,0.2537716538606456,0.3000476940053763
frozenset({'游戏机'}),frozenset({'笔记本电脑'}),0.06047,0.05902,0.01794,0.29667603770464696,5.0267034514511515,1.0,0.0143710606,1.3379040818245944,0.8526204206019138,0.17666174298375184,0.25256226243347035,0.300320397706949
frozenset({'笔记本电脑'}),frozenset({'游戏机'}),0.05902,0.06047,0.01794,0.3039647577092511,5.026703451451151,1.0,0.0143710606,1.3498310759493668,0.851306578001781,0.17666174298375184,0.2591665595662204,0.300320397706949
frozenset({'饼干'}),frozenset({'肉类'}),0.05936,0.06003,0.01791,0.30171832884097033,5.026125751140602,1.0,0.014346619199999999,1.3461186779252112,0.8515899791524385,0.17648797792668505,0.2571234495153785,0.3000345767143382
frozenset({'肉类'}),frozenset({'饼干'}),0.06003,0.05936,0.01791,0.2983508245877061,5.026125751140602,1.0,0.014346619199999999,1.3406129914529914,0.8521969828717404,0.17648797792668505,0.2540725724907575,0.3000345767143382
frozenset({'指甲油'}),frozenset({'护肤霜'}),0.06015,0.06078,0.01837,0.30540315876974233,5.024731141325145,1.0,0.014714083000000001,1.3521800622307323,0.852247035911202,0.17911466458658346,0.2604535239557743,0.3038203684602249
frozenset({'护肤霜'}),frozenset({'指甲油'}),0.06078,0.06015,0.01837,0.3022375781507075,5.024731141325145,1.0,0.014714083000000001,1.3469484319735912,0.8528186971115853,0.17911466458658346,0.25758108011992076,0.3038203684602249
frozenset({'速食面'}),frozenset({'肉类'}),0.05888,0.06003,0.01776,0.3016304347826087,5.024661582252352,1.0,0.014225433600000002,1.345949260700389,0.8510940386152899,0.17558082056351954,0.25702994221369696,0.2987412543728136
frozenset({'肉类'}),frozenset({'速食面'}),0.06003,0.05888,0.01776,0.2958520739630185,5.024661582252352,1.0,0.014225433600000002,1.336537345635202,0.8521353039156799,0.17558082056351954,0.2517979364618949,0.2987412543728136
frozenset({'餐具'}),frozenset({'床单'}),0.05942,0.06073,0.01811,0.3047795355099293,5.018599300344629,1.0,0.014501423400000001,1.3510390559186638,0.8513270692534968,0.17747941983535867,0.25982894749106145,0.3014923529682036
frozenset({'床单'}),frozenset({'餐具'}),0.06073,0.05942,0.01811,0.2982051704264779,5.018599300344629,1.0,0.014501423400000001,1.3402492585640544,0.852514415235719,0.17747941983535867,0.2538701337754129,0.3014923529682036
frozenset({'地毯'}),frozenset({'窗帘'}),0.05887,0.06061,0.01789,0.3038899269577034,5.013857894038994,1.0,0.0143218893,1.3494848535871153,0.8506293324812007,0.17610000984348853,0.25897649214671586,0.2995278705898895
frozenset({'窗帘'}),frozenset({'地毯'}),0.06061,0.05887,0.01789,0.29516581422207555,5.013857894038994,1.0,0.0143218893,1.3352502176966292,0.8522049241295229,0.17610000984348853,0.2510766995229942,0.2995278705898895
frozenset({'平板电脑'}),frozenset({'电视'}),0.06007,0.06,0.01806,0.3006492425503579,5.0108207091726324,1.0,0.0144558,1.3441037848131399,0.8515867071885221,0.17704146652288993,0.2560098325003808,0.30082462127517895
frozenset({'电视'}),frozenset({'平板电脑'}),0.06,0.06007,0.01806,0.301,5.010820709172632,1.0,0.0144558,1.3446781115879827,0.8515232911571358,0.17704146652288993,0.2563275988637451,0.30082462127517895
frozenset({'牛奶'}),frozenset({'面包'}),0.0605,0.05952,0.01804,0.2981818181818182,5.009775171065494,1.0,0.01443904,1.3400621761658031,0.8519321382676306,0.1768974308687978,0.2537659686349717,0.3006366080156403
frozenset({'面包'}),frozenset({'牛奶'}),0.05952,0.0605,0.01804,0.3030913978494624,5.009775171065494,1.0,0.01443904,1.3480964320154292,0.851044407007527,0.1768974308687978,0.25821330266041764,0.3006366080156403
frozenset({'笔记本电脑'}),frozenset({'耳机'}),0.05902,0.0595,0.01759,0.29803456455438837,5.0089842782250145,1.0,0.014078310000000002,1.3398095582910934,0.8505587010873511,0.1742792034083028,0.25362526800041296,0.29683240832761437
frozenset({'耳机'}),frozenset({'笔记本电脑'}),0.0595,0.05902,0.01759,0.2956302521008404,5.0089842782250145,1.0,0.014078310000000002,1.3359176807444526,0.8509927980320847,0.1742792034083028,0.25145088322901693,0.29683240832761437
frozenset({'牛仔裤'}),frozenset({'外套'}),0.06144,0.05958,0.01833,0.29833984375,5.007382406008728,1.0,0.014669404799999999,1.340278469032707,0.8526837505154673,0.17849839322231958,0.2538863951744965,0.3029967093875881
frozenset({'外套'}),frozenset({'牛仔裤'}),0.05958,0.06144,0.01833,0.3076535750251762,5.007382406008727,1.0,0.014669404799999999,1.3556219345454543,0.8509972787518312,0.17849839322231958,0.262331204211959,0.3029967093875881
frozenset({'口红'}),frozenset({'粉底液'}),0.06037,0.05925,0.01791,0.2966705317210535,5.007097581789933,1.0,0.0143330775,1.3375665920866697,0.8517006703037588,0.17608888014944446,0.2523736717736418,0.29947450636685585
frozenset({'粉底液'}),frozenset({'口红'}),0.05925,0.06037,0.01791,0.3022784810126582,5.007097581789932,1.0,0.0143330775,1.346712082728592,0.8506866870449333,0.17608888014944446,0.257450784896883,0.29947450636685585
frozenset({'洗发水'}),frozenset({'口红'}),0.06028,0.06037,0.01822,0.3022561380225614,5.006727480910409,1.0,0.0145808964,1.3466689586305278,0.8516033900001416,0.17787757492921993,0.2574270063988606,0.30203083528592045
frozenset({'口红'}),frozenset({'洗发水'}),0.06037,0.06028,0.01822,0.30180553254927944,5.006727480910409,1.0,0.0145808964,1.3459287402135232,0.8516849586017189,0.17787757492921993,0.25701861463976444,0.30203083528592045
frozenset({'电视'}),frozenset({'笔记本电脑'}),0.06,0.05902,0.01772,0.29533333333333334,5.003953462103242,1.0,0.0141788,1.3353547776726584,0.8512319293021469,0.1749259624876604,0.2511353411691357,0.2977852705297639
frozenset({'笔记本电脑'}),frozenset({'电视'}),0.05902,0.06,0.01772,0.3002372077261945,5.003953462103242,1.0,0.0141788,1.343312348668281,0.8503453989925589,0.1749259624876604,0.255571497581058,0.2977852705297639
frozenset({'智能手表'}),frozenset({'相机'}),0.05992,0.05941,0.01781,0.29722963951935916,5.003023725287985,1.0,0.014250152799999999,1.3384030586559015,0.8511199854399718,0.17543341213553978,0.2528409184866511,0.29850541056930757
frozenset({'相机'}),frozenset({'智能手表'}),0.05941,0.05992,0.01781,0.29978118161925604,5.003023725287985,1.0,0.014250152799999999,1.3425517500000002,0.8506584972330224,0.17543341213553978,0.2551497549349588,0.29850541056930757
frozenset({'速食面'}),frozenset({'糖果'}),0.05888,0.05952,0.01753,0.2977241847826087,5.00208643787985,1.0,0.0140254624,1.3391889334945586,0.8501396450016322,0.17378804401705164,0.25327937306759174,0.29612351712248713
frozenset({'糖果'}),frozenset({'速食面'}),0.05952,0.05888,0.01753,0.29452284946236557,5.00208643787985,1.0,0.0140254624,1.3340191093117406,0.850718168067302,0.17378804401705164,0.2503855506868046,0.29612351712248713
frozenset({'牛仔裤'}),frozenset({'休闲裤'}),0.06144,0.06005,0.01845,0.30029296875,5.000715549542049,1.0,0.014760528000000002,1.3433479413817166,0.8524000787229149,0.17905667701863356,0.25559122160753234,0.30376846605693175
frozenset({'休闲裤'}),frozenset({'牛仔裤'}),0.06005,0.06144,0.01845,0.30724396336386345,5.000715549542048,1.0,0.014760528000000002,1.3548203846153846,0.8511395477271971,0.17905667701863356,0.2618947785584976,0.30376846605693175
frozenset({'手机'}),frozenset({'音箱'}),0.0598,0.0601,0.01797,0.30050167224080265,5.0000278243062,1.0,0.01437602,1.3436772651207267,0.8508839746501324,0.176297459040518,0.255773669795513,0.2997516680671567
frozenset({'音箱'}),frozenset({'手机'}),0.0601,0.0598,0.01797,0.2990016638935108,5.0000278243062,1.0,0.01437602,1.3412300023736055,0.8511555622577449,0.176297459040518,0.25441572420071346,0.2997516680671567
frozenset({'面膜'}),frozenset({'香水'}),0.0611,0.05909,0.01805,0.29541734860883795,4.9994474294946345,1.0,0.014439601,1.335414657375145,0.8520373785673043,0.1767182298805561,0.2511689200973929,0.30044179327548004
frozenset({'香水'}),frozenset({'面膜'}),0.05909,0.0611,0.01805,0.3054662379421222,4.9994474294946345,1.0,0.014439601,1.3518421296296297,0.8502172309113966,0.1767182298805561,0.26026865261702226,0.30044179327548004
frozenset({'枕头'}),frozenset({'床单'}),0.0595,0.06073,0.01806,0.3035294117647059,4.998014354762159,1.0,0.014446565,1.3486140202702703,0.850526892754555,0.17676421650190857,0.25849799500112414,0.30045563293652716
frozenset({'床单'}),frozenset({'枕头'}),0.06073,0.0595,0.01806,0.29738185410834844,4.998014354762159,1.0,0.014446565,1.3385649168033746,0.851640681205254,0.17676421650190857,0.252931264336362,0.30045563293652716
frozenset({'智能手表'}),frozenset({'充电器'}),0.05992,0.05913,0.0177,0.2953938584779706,4.99566816299629,1.0,0.0141569304,1.3353133680720037,0.8508069273585083,0.17464232856438086,0.2511121180162728,0.29736714740235415
frozenset({'充电器'}),frozenset({'智能手表'}),0.05913,0.05992,0.0177,0.2993404363267377,4.99566816299629,1.0,0.0141569304,1.341707226647357,0.8500925486742977,0.17464232856438086,0.25468091686530686,0.29736714740235415
frozenset({'面包'}),frozenset({'果汁'}),0.05952,0.05967,0.01774,0.2980510752688172,4.994990368171899,1.0,0.014188441599999999,1.3395988894207755,0.8504161850908342,0.17486446525381957,0.2535078911327057,0.2976764509912043
frozenset({'果汁'}),frozenset({'面包'}),0.05967,0.05952,0.01774,0.2973018267135914,4.994990368171898,1.0,0.014188441599999999,1.3383840114476508,0.8505518421769249,0.17486446525381957,0.2528302852943086,0.2976764509912043
frozenset({'毛衣'}),frozenset({'牛仔裤'}),0.06024,0.06144,0.01848,0.30677290836653387,4.9930486387782205,1.0,0.0147788544,1.3538997701149424,0.8509848881007475,0.17906976744186043,0.2613928873663206,0.3037770791832669
frozenset({'牛仔裤'}),frozenset({'毛衣'}),0.06144,0.06024,0.01848,0.30078125,4.9930486387782205,1.0,0.0147788544,1.3440143016759778,0.8520729185577465,0.17906976744186043,0.25596029837405293,0.3037770791832669
frozenset({'糖果'}),frozenset({'肉类'}),0.05952,0.06003,0.01784,0.29973118279569894,4.993023201660819,1.0,0.014267014400000002,1.3422988099808062,0.8503323176639502,0.17540064890374596,0.2550093968910699,0.2984579618792754
frozenset({'肉类'}),frozenset({'糖果'}),0.06003,0.05952,0.01784,0.2971847409628519,4.993023201660818,1.0,0.014267014400000002,1.3381610429011612,0.8507936829011479,0.17540064890374596,0.25270578955730255,0.2984579618792754
frozenset({'肉类'}),frozenset({'零食'}),0.06003,0.06006,0.018,0.2998500749625187,4.992508740634677,1.0,0.014394598199999999,1.342483897216274,0.850771726757237,0.1763150161622098,0.25511210817979735,0.2997751873314092
frozenset({'零食'}),frozenset({'肉类'}),0.06006,0.06003,0.018,0.29970029970029965,4.992508740634677,1.0,0.014394598199999999,1.3422396148359486,0.8507988807796243,0.1763150161622098,0.2549765414856853,0.2997751873314092
frozenset({'羽绒服'}),frozenset({'外套'}),0.05911,0.05958,0.01758,0.297411605481306,4.991802710327392,1.0,0.0140582262,1.3385077341680713,0.8499097343641344,0.17387004252793983,0.2528993486753855,0.2962385318443791
frozenset({'外套'}),frozenset({'羽绒服'}),0.05958,0.05911,0.01758,0.2950654582074521,4.991802710327391,1.0,0.0140582262,1.3347196714285714,0.8503344994426644,0.17387004252793983,0.2507790052051272,0.2962385318443791
frozenset({'洗发水'}),frozenset({'香水'}),0.06028,0.05909,0.01778,0.2949568679495687,4.991654559985932,1.0,0.014218054800000001,1.334542465882353,0.8509615888743062,0.1750172261049316,0.25067952083575334,0.2979269024127603
frozenset({'香水'}),frozenset({'洗发水'}),0.05909,0.06028,0.01778,0.300896936875952,4.991654559985932,1.0,0.014218054800000001,1.3441794916485112,0.8498853496051301,0.1750172261049316,0.2560517354913719,0.2979269024127603
frozenset({'糖果'}),frozenset({'牛奶'}),0.05952,0.0605,0.01797,0.30191532258064513,4.9903359104238865,1.0,0.01436904,1.3458252707581226,0.8502176418563091,0.17609015188633023,0.25696149290116566,0.2994700579845374
frozenset({'牛奶'}),frozenset({'糖果'}),0.0605,0.05952,0.01797,0.29702479338842974,4.9903359104238865,1.0,0.01436904,1.3378565718316484,0.8511045107110397,0.17609015188633023,0.2525357194075682,0.2994700579845374
frozenset({'收纳盒'}),frozenset({'餐具'}),0.0603,0.05942,0.01788,0.2965174129353234,4.99019543815758,1.0,0.014296974,1.3370338048090524,0.8509173640309309,0.1755695208169678,0.252075754253039,0.2987130989281127
frozenset({'餐具'}),frozenset({'收纳盒'}),0.05942,0.0603,0.01788,0.30090878492090206,4.9901954381575795,1.0,0.014296974,1.3441736639383726,0.85012125175941,0.1755695208169678,0.2560485100786443,0.2987130989281127
frozenset({'内衣'}),frozenset({'连衣裙'}),0.05904,0.0609,0.01794,0.3038617886178862,4.98952033855314,1.0,0.014344464000000001,1.3490137226277374,0.8497491212276482,0.17588235294117646,0.2587176963240189,0.2992215347030318
frozenset({'连衣裙'}),frozenset({'内衣'}),0.0609,0.05904,0.01794,0.29458128078817736,4.989520338553139,1.0,0.014344464000000001,1.3339027932960894,0.8514321511131593,0.17588235294117646,0.2503201844798688,0.2992215347030318
